,Open,High,Low,Close,Adj Close,Volume
2023-08-01 05:00:00+00:00,1824.8751220703125,1829.3817138671875,1824.6591796875,1829.3817138671875,1829.3817138671875,0
2023-08-01 06:00:00+00:00,1829.566162109375,1835.2398681640625,1827.620361328125,1831.893310546875,1831.893310546875,80370688
2023-08-01 07:00:00+00:00,1832.0921630859375,1834.305908203125,1829.52587890625,1834.305908203125,1834.305908203125,69719552
2023-08-01 08:00:00+00:00,1833.94189453125,1835.922607421875,1832.641845703125,1835.359130859375,1835.359130859375,24462848
2023-08-01 09:00:00+00:00,1836.501220703125,1836.501220703125,1832.1307373046875,1832.475830078125,1832.475830078125,34542592
